pseudo_id,account_active_days,subscription_cancel_date,order_date,koen,birthdate,usr_created,order_trackertag,permission_given_order,permission_given_today,previous_subscriptions,previous_campaigns,previous_trials,first_campaign_day,last_campaign_day,newsletters_before_order,newsletters_after_order
37ee89a920e19271f9fbb498f483a02c,269,2025-06-25,2025-03-11 14:18:18.313000,Mand,1958-12-04,2012-11-27,utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk,false,false,4,0,3,2025-03-11,2025-05-10,0,0
139bd0cbde638e16224d7fbe2941b901,329,2025-06-08,2025-03-08 17:26:25.091000,Mand,1966-11-03,2011-08-11,utm_campaign=Marts25&utm_content=B&utm_medium=content&utm_source=jp.dk,false,true,3,2,0,2025-03-08,2025-05-07,366,366
ea5669d516d6701f7b7605ce36cc5040,214,2025-09-08,2025-03-04 22:06:12.469000,Kvinde,1972-06-28,2025-03-04,utm_campaign=Marts25&utm_content=B&utm_medium=content&utm_source=jp.dk,false,true,0,0,0,2025-03-04,2025-05-03,0,0
02fe16a67b6e92fb1525c8dc4f5e19d2,92,2025-05-09,2025-03-09 07:49:29.226000,Kvinde,1971-04-15,2025-03-09,utm_campaign=Marts25&utm_content=B&utm_medium=content&utm_source=jp.dk,false,false,0,0,0,2025-03-09,2025-05-08,0,0
00bb9af8a62895982518727b0ee03565,567,2025-06-04,2025-03-17 13:52:24.264000,Kvinde,1952-01-24,2020-05-16,utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk,true,false,2,2,0,2025-03-17,2025-05-16,0,0
0ff1fb912827dd493780434b9f5fe90c,61,2025-03-27,2025-03-05 10:49:20.278000,Mand,1950-03-20,2025-02-23,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,false,false,0,0,0,2025-03-05,2025-05-04,0,0
5e3435da502300921632fa4d47c44202,245,2025-11-10,2025-03-11 09:51:08.046000,Kvinde,1956-07-21,2025-03-11,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,false,false,0,0,0,2025-03-11,2025-05-10,0,0
9df181d1c01cad49efc7b0eab03a631d,543,2025-05-15,2025-03-12 17:41:16.904000,Mand,1955-07-26,2014-12-01,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,false,false,3,1,0,2025-03-12,2025-05-11,0,0
4e834057d5879fe473e6575f05c7bec2,98,2025-04-08,2025-03-21 09:04:39.860000,Mand,1955-12-27,2022-12-24,utm_campaign=Marts25&utm_content=sc_b&utm_medium=mail&utm_source=mail,false,true,1,1,0,2025-03-21,2025-05-20,0,0
a3967b887bfb0e30a6521b40211e059a,1331,2025-03-16,2025-03-16 20:13:01.344000,Mand,1983-01-26,2012-06-25,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,false,false,2,1,0,2025-03-16,2025-05-15,0,0
046878673f1947c44cae501a7bf9b3c3,376,3000-01-01,2025-03-03 13:34:17.438000,Mand,1969-01-02,2025-03-03,"",false,false,0,0,0,2025-03-03,2025-05-02,0,0
26055449e1b6f5750213a8cd2f9c1590,184,2025-08-28,2025-03-18 09:46:27.597000,Kvinde,2001-11-05,2025-03-18,utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk,false,false,0,0,0,2025-03-18,2025-05-17,0,0
10d5736de1bd27274198d1f1f0ee6d55,221,2025-06-29,2025-03-22 00:01:05.308000,Kvinde,1955-07-07,2015-02-07,utm_campaign=Marts25&utm_content=sc_a&utm_medium=mail&utm_source=mail,false,true,2,1,1,2025-03-22,2025-05-21,1159,1098
64e1ab7fa2a5fd929c6caccc5e309204,1655,3000-01-01,2025-03-05 14:50:09.403000,Mand,1956-01-15,2012-09-11,utm_campaign=Marts25&utm_content=b&utm_medium=mail&utm_source=mail,false,true,4,3,0,2025-03-05,2025-05-04,0,0
55de7730fb65fb3e90afdc6e82e46d13,245,2025-11-04,2025-03-09 13:50:31.651000,Kvinde,1966-04-03,2014-01-28,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,false,false,0,0,0,2025-03-09,2025-05-08,183,183
b4ef7db62ab7b8ac08f209efd528b316,110,2025-04-16,2025-03-17 09:02:12.429000,Mand,1983-04-06,2023-02-02,utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk,false,false,6,5,2,2025-03-17,2025-05-16,0,0
51b8ddd8afac0e7b7233c503a76cf7b9,352,2025-03-10,2025-03-10 07:05:31.976000,Mand,1963-05-29,2014-09-16,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,false,false,1,0,1,2025-03-10,2025-05-09,0,0
087ebc5dd84a5a63f00974b2dc26c2a8,596,2025-07-29,2025-03-05 14:51:37.181000,Mand,1954-04-11,2021-07-16,utm_campaign=Marts25&utm_content=a&utm_medium=mail&utm_source=mail,true,true,9,6,4,2025-03-05,2025-05-04,0,0
959c700e99c5e04175aa14267701fb89,613,2025-05-23,2025-03-21 07:12:29.937000,Mand,1957-12-31,2012-12-14,utm_campaign=Marts25&utm_content=sc_a&utm_medium=mail&utm_source=mail,true,false,7,3,2,2025-03-21,2025-05-20,0,61
6ba9456f4ffcca24b723d294a3eb77dd,61,2025-04-21,2025-03-09 21:53:32.934000,Kvinde,1961-01-31,2022-12-29,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,false,false,0,0,0,2025-03-09,2025-05-08,0,0
7b5d631f99704537c85aa26c4f9ad079,316,2025-04-30,2025-03-05 17:50:30.302000,Mand,1964-03-20,2020-07-01,utm_campaign=Marts25&utm_content=b&utm_medium=mail&utm_source=mail,false,true,5,4,2,2025-03-05,2025-05-04,0,0
9032519e0fe05946b3e715ff4c2c75c1,1403,2025-05-06,2025-03-21 19:57:05.558000,Kvinde,1956-03-30,2012-05-05,utm_campaign=Marts25&utm_content=sc_b&utm_medium=mail&utm_source=mail,false,false,3,1,1,2025-03-21,2025-05-20,0,0
7218582a0f6510270d4b4cb10276f767,122,2025-06-13,2025-03-08 18:08:01.287000,,2000-10-20,2025-03-08,utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk,true,true,0,0,0,2025-03-08,2025-05-07,0,0
79bcea0ca1df80809925ac6826965e65,599,2025-06-23,2025-03-21 09:09:29.687000,Mand,1948-07-09,2012-02-22,utm_campaign=Marts25&utm_content=sc_a&utm_medium=mail&utm_source=mail,true,false,4,2,1,2025-03-21,2025-05-20,122,122
cc8295dd665a1de96fe1d20e1bcc6831,503,2025-03-14,2025-03-09 08:39:23.365000,Kvinde,1975-05-20,2020-08-12,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,false,false,2,1,1,2025-03-09,2025-05-08,0,0
d9131a70d86f30eae6d2e6bd57a76230,275,2025-12-05,2025-03-23 11:23:35.213000,Mand,1968-02-27,2012-07-22,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,false,false,0,0,0,2025-03-23,2025-05-22,0,0
ca4594f4f60ad973138a97fc5a94c0fa,245,2025-11-13,2025-03-21 07:38:42.337000,Mand,1970-11-26,2015-01-19,"",false,true,0,0,0,2025-03-21,2025-05-20,427,427
c8d04ab60d4ddf7d658eddd388e537dc,339,2025-11-24,2025-03-14 07:52:01.551000,Mand,2024-12-31,2021-10-28,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,false,true,2,1,1,2025-03-14,2025-05-13,0,0
7b27290677c1111502f87e9089d35a01,1499,2025-05-06,2025-03-05 14:05:07.128000,Mand,1958-06-14,2020-03-24,utm_campaign=Marts25&utm_content=a&utm_medium=mail&utm_source=mail,false,true,8,4,4,2025-03-05,2025-05-04,122,122
d5fd2cb43a6429a01f2dc22b184df8e7,61,2025-04-20,2025-03-03 18:22:06.402000,Mand,1979-01-11,2025-03-03,utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk,false,false,0,0,0,2025-03-03,2025-05-02,0,0
e74766560c425319ebe0a349475a35fc,75,2025-04-26,2025-03-18 20:30:36.385000,Kvinde,1993-08-06,2012-11-16,utm_campaign=Marts25&utm_medium=Matrice&utm_source=jp.dk,false,true,1,0,1,2025-03-18,2025-05-17,0,0
fa7231abd207f4ad047f08020bb3bcaf,549,3000-01-01,2025-03-11 06:55:05.457000,,1976-05-24,2019-05-09,utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk,false,true,2,2,0,2025-03-11,2025-05-10,0,0
8c63bc6f82daa6485b044ed69e133b19,571,2025-04-16,2025-03-23 12:31:50.960000,Mand,1953-06-01,2021-07-23,utm_campaign=Marts25&utm_content=e-avis_ikkeabn&utm_medium=matrice&utm_source=jp.dk,false,false,5,3,2,2025-03-23,2025-05-22,244,183
b2bc1519bdedee9e281f9a30e6a5c56d,61,2025-03-09,2025-03-09 00:10:09.006000,Mand,1970-11-17,2013-11-15,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,false,false,0,0,0,2025-03-09,2025-05-08,0,0
507b806786366903caf74c8d0ff13b47,1585,2025-12-04,2025-03-23 06:20:08.921000,Mand,1975-03-17,2013-02-08,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,false,true,19,15,3,2025-03-23,2025-05-22,305,244
848ee26ce93babd7d9d9d93b2df65b6b,92,2025-05-19,2025-03-19 11:16:23.157000,Kvinde,1996-11-09,2025-03-19,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,false,false,0,0,0,2025-03-19,2025-05-18,0,0
87d2a11d788649d4c69bb4e10ff780c0,176,2025-04-11,2025-03-12 13:49:05.819000,Mand,1945-03-30,2022-05-05,utm_campaign=Marts25&utm_medium=Matrice&utm_source=jp.dk,true,false,1,1,0,2025-03-12,2025-05-11,0,122
89c59f1c957f1af29ebb9e618cf55e5c,492,2025-10-20,2025-03-24 08:31:26.177000,Mand,1975-10-17,2012-09-29,utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk,false,true,7,3,4,2025-03-24,2025-05-23,0,0
1b266f44493167a1a622c3125819bfd3,1523,2025-03-22,2025-03-22 03:51:22.065000,Mand,1965-04-13,2018-10-10,utm_campaign=Marts25&utm_content=sc_b&utm_medium=mail&utm_source=mail,true,true,9,4,5,2025-03-22,2025-05-21,122,122
b1cff7fa22236dcb1b0a989f25fd5c43,1,2025-03-21,2025-03-20 11:37:30.246000,Mand,1959-03-12,2014-06-20,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,false,false,0,0,0,2025-03-20,2025-03-20,0,0
7b4fa6601c1f309c017664b468956354,153,2025-07-16,2025-03-14 10:33:17.541000,Mand,1968-11-08,2024-09-10,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,false,false,0,0,0,2025-03-14,2025-05-13,0,0
919a380d7dea5a8eeebdaf2e52bf165a,381,3000-01-01,2025-03-05 20:13:00.922000,Mand,1952-07-09,2014-02-04,utm_campaign=Marts25&utm_content=b&utm_medium=mail&utm_source=mail,true,true,1,0,1,2025-03-05,2025-05-04,0,0
f31db9e7a7c8ce01c0bb89b326001d42,1767,2025-11-21,2025-03-21 12:43:35.596000,Mand,1944-10-06,2016-09-11,utm_campaign=Marts25&utm_content=sc_b&utm_medium=mail&utm_source=mail,true,true,8,1,5,2025-03-21,2025-05-20,305,305
ac5c578c40656689a251c866ba3d6f98,82,2025-04-07,2025-03-21 07:34:46.281000,Mand,1961-08-08,2020-12-18,utm_campaign=Marts25&utm_content=sc_b&utm_medium=mail&utm_source=mail,true,true,2,2,2,2025-03-21,2025-05-20,0,0
aab906f1e94c3d75a4aad601d00431f1,448,2025-03-26,2025-03-21 08:37:11.017000,,1949-08-06,2015-06-28,utm_campaign=Marts25&utm_content=sc_b&utm_medium=mail&utm_source=mail,true,true,16,7,9,2025-03-21,2025-05-20,0,0
e5c1e5dfabe1d1b80ee995d84de2201d,221,2025-04-13,2025-03-17 00:46:00.304000,Mand,1975-12-03,2011-08-11,utm_campaign=Marts25&utm_content=A&utm_medium=content&utm_source=jp.dk,false,false,0,0,0,2025-03-17,2025-05-16,0,0
cb1999f44040d75a589b9677b11ab6dd,479,2025-09-09,2025-03-06 18:37:34.178000,Mand,1982-08-23,2015-04-25,utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk,false,false,5,4,0,2025-03-06,2025-05-05,0,0
1230fd711f4acd99dfd4d06a8f0d8ece,184,2025-06-11,2025-03-10 10:15:19.443000,Kvinde,1955-08-01,2015-02-16,utm_campaign=Marts25&utm_content=B&utm_medium=content&utm_source=jp.dk,false,false,0,0,0,2025-03-10,2025-05-09,61,61
864e9924d017e8e3f57b370be7749c29,245,2025-10-15,2025-03-08 17:49:37.865000,Mand,1952-02-11,2025-03-08,utm_campaign=Basis_22&utm_content=HeaderButtonRaised&utm_medium=Matrice&utm_source=jp.dk,false,false,0,0,0,2025-03-08,2025-05-07,0,0
c87f05ad95f5f762ee2991ac45685fac,1628,2025-03-31,2025-03-10 08:01:25.555000,Mand,1948-10-01,2014-08-10,utm_campaign=Basis_22&utm_content=MegaMenu&utm_medium=Matrice&utm_source=jp.dk,false,true,22,8,10,2025-03-10,2025-05-09,244,244
